id,feedback,relevance,concreteness,constructive
945,沒寫,0,0,0
946,,0,0,0
947,,0,0,0
948,,0,0,0
949,輸入的部分要加文字提示、可以使用 Checkstyle 檢查程式碼,1,1,0
950,編譯成功,0,0,0
951,註解清晰,1,0,0
952,什麼都沒寫,1,0,0
953,什麼都沒寫,1,0,0
954,什麼都沒寫,1,0,0
955,,0,0,0
956,,0,0,0
957,,0,0,0
958,,0,0,0
959,,0,0,0
960,,0,0,0
961,,0,0,0
962,,0,0,0
963,,0,0,0
964,pass,0,0,0
965,pass,0,0,0
966,pass,0,0,0
967,pass,0,0,0
968,pass,0,0,0
969,沒有註解,1,0,0
970,九九乘法表輸出與題目不符,1,1,0
971,pass,0,0,0
972,沒有註解,1,0,0
973,非常好程式,1,0,0
974,肯定能執行,1,0,0
975,無程式註解 (除了題目解釋的註解,1,1,0
976,題目沒要求用int或float，但題目輸出結果沒小數點，要注意！,1,1,1
977,,0,0,0
978,,0,0,0
979,,0,0,0
980,,0,0,0
981,除了一開始有註解，其餘地方無註解,1,1,0
982,符合，但除法因為不是float，無法出現小數,1,1,0
983,非常的好,0,0,0
984,有註解，太棒了！,1,0,0
985,無任何內容,0,0,0
986,沒內容,0,0,0
987,沒內容,0,0,0
988,MultiplicationTable這個檔案中，第5行for迴圈的j++改為j+=2，第6行 if (j % 2 != 0) 的 j 改為 i ，檔案就能正常執行。Calculator功能正常。,1,1,0
989,非常好，可以執行。,1,0,0
990,無註解//peko,1,0,0
991,符合,1,0,0
992,符合,1,0,0
993,沒有註解,1,0,0
994,未繳交作業,0,0,0
995,未繳交作業,0,0,0
996,未繳交作業,0,0,0
997,Calculator 沒有 divide 跟 remainder 的計算程式,1,1,0
998,成功編譯,0,0,0
999,沒有註解,1,0,0
1001,邏輯上沒有錯,1,1,0
1002,看注解可懂程式碼執行過程,1,0,1
1003,"看起來沒有錯，只是MultiplicationTable""中間沒有顯示空格而已。""",1,1,0
1004,編譯成功,0,0,0
1005,雖然沒有注解，但邏輯容易看得懂,1,0,0
1006,"Calculator 題目"" : 我也寫作業的時候，沒發現下面**錯誤處理：**- 如果運算符號是 / 或 % 且第二個數字是 0，則顯示 ""Division by zero is not allowed"" 的錯誤訊息。""",1,1,0
1007,編譯成功,0,0,0
1008,沒有特別用注解説明，但邏輯很簡單,1,1,0
1009,"Calculator.java沒有錯誤處理：如果運算符號是 / 或 % 且第二個數字是 0，要顯示 Division by zero is not allowed."" 的錯誤訊息。""",1,1,0
1010,good job,0,0,0
1011,可加上類似 // j 不是9時，印出逗號和空格，否則換行,1,1,1
1012,good job,0,0,0
1013,good job,0,0,0
1014,可以增加註解類似 //當運算符號是 / 或 % 且第二個數字是 0，則顯示錯誤訊息。,1,1,1
1015,good job,0,0,0
1016,good job,0,0,0
1017,good job,0,0,0
1018,符合題目要求,1,0,0
1019,編譯成功,0,0,0
1020,註解清晰,1,0,0
1021,符合題目要求,1,0,0
1022,編譯成功,0,0,0
1023,註解清晰,1,0,0
1024,,0,0,0
1025,,0,0,0
1026,,0,0,0
1027,"MultiplicationTable輸出有誤，偶數時僅乘以2,4,6,8，但會先輸出1,3,5,7,9, 才輸出2,4,6,8",1,1,1
1028,,0,0,0
1029,雖然很簡單，但仍要求要註解。,1,0,0
1030,Calculator.java沒按照題目要求輸出。,1,1,0
1031,,0,0,0
1032,簡單但仍要求要註解。,1,1,0
1033,"偶數開頭錯誤:2 x 1 = 2, 2 x 3 = 6, 2 x 5 = 10, 2 x 7 = 14, 2 x 9 = 182 x 2 = 4, 2 x 4 = 8, 2 x 6 = 12, 2 x 8 = 16",1,1,1
1034,,0,0,0
1035,,0,0,0
1036,,0,0,0
1037,,0,0,0
1038,,0,0,0
1039,,0,0,0
1040,,0,0,0
1041,,0,0,0
1042,沒有達到老師題目要求,1,0,0
1043,可編譯成功，但沒有寫程式,1,0,0
1044,整齊的,1,0,0
1045,括號是一致的,0,0,0
1046,沒有宣告變數,1,0,0
1047,沒有類別,1,0,0
1048,沒有寫方法,1,0,0
1049,沒陳述,0,0,0
1050,沒有註解,1,0,0
1052,順利編譯,0,0,0
1053,有註解,1,0,0
1054,完美,0,0,0
1055,成功,0,0,0
1056,没有註解,1,0,0
1057,good,0,0,0
1058,well,0,0,0
1059,very good,0,0,0
1060,good,0,0,0
1061,good,0,0,0
1062,good,0,0,0
1063,good,0,0,0
1064,good,0,0,0
1065,well,0,0,0
1066,符合題目要求,1,0,0
1067,成功,0,0,0
1068,沒有,0,0,0
1069,,0,0,0
1070,,0,0,0
1071,,0,0,0
1072,符合題目要求,1,0,0
1073,成功,0,0,0
1074,沒有註解,1,0,0
1075,符合要求，但是最後輸出的結果與題目有點不同，像是沒有印出他們在哪裡戰鬥之類的,1,1,0
1076,能編譯成功!,0,0,0
1077,很整齊,1,0,0
1078,一致的,0,0,0
1079,符合,1,0,0
1080,符合,1,0,0
1081,符合,1,0,0
1082,符合,1,0,0
1083,有註解,1,0,0
1084,,0,0,0
1085,,0,0,0
1086,,0,0,0
1087,,0,0,0
1088,,0,0,0
1089,,0,0,0
1090,,0,0,0
1091,,0,0,0
1092,,0,0,0
1093,,0,0,0
1094,,0,0,0
1095,,0,0,0
1096,有,0,0,0
1097,有,0,0,0
1098,有,0,0,0
1099,you don't do it,0,0,0
1100,you don't do it,0,0,0
1101,you don't do it,0,0,0
1102,有,0,0,0
1103,有,0,0,0
1104,有,0,0,0
1105,,0,0,0
1106,,0,0,0
1107,,0,0,0
1108,功能齊全,1,0,0
1109,成功編譯,0,0,0
1110,註解詳盡,1,0,0
1111,有,0,0,0
1112,有,0,0,0
1113,有,0,0,0
1114,符合題目要求,1,0,0
1115,是,0,0,0
1116,沒有,0,0,0
1117,功能齊全,1,0,0
1118,成功編譯,0,0,0
1119,註解詳盡,1,0,0
1120,符合題目要求,1,0,0
1121,是,0,0,0
1122,有,0,0,0
1123,完全符合!,1,0,0
1124,能編譯成功,0,0,0
1125,很整齊,1,0,0
1126,一致的,0,0,0
1127,符合,1,0,0
1128,符合,1,0,0
1129,符合,1,0,0
1130,符合,1,0,0
1131,有清楚註解,1,0,0
1132,沒寫,0,0,0
1133,沒寫,0,0,0
1134,沒寫,0,0,0
1135,沒有按照格式輸出,1,1,0
1136,有,0,0,0
1137,是,0,0,0
1138,是,0,0,0
1139,是,0,0,0
1140,是,0,0,0
1141,是,0,0,0
1142,是,0,0,0
1143,沒有寫註解,1,0,0
1144,pass,0,0,0
1145,pass,0,0,0
1146,pass,0,0,0
1147,pass,0,0,0
1148,pass,0,0,0
1149,pass,0,0,0
1150,pass,0,0,0
1151,pass,0,0,0
1152,pass,0,0,0
1153,your output in Calculator.java is not the same as the example given by the teacher,1,1,0
1154,,0,0,0
1155,no explanation,1,0,0
1156,糖果與等級輸出相反輸入提示是英文 輸出是中文 不一致,1,1,0
1157,,0,0,0
1158,,0,0,0
1159,,0,0,0
1160,,0,0,0
1161,,0,0,0
1162,,0,0,0
1163,,0,0,0
1164,,0,0,0
1165,沒有到Pokemon跟Gym的檔案,1,0,0
1166,無法執行,1,0,0
1167,,0,0,0
1168,,0,0,0
1169,,0,0,0
1170,,0,0,0
1171,,0,0,0
1172,,0,0,0
1173,,0,0,0
1174,,0,0,0
1175,,0,0,0
1176,,0,0,0
1177,,0,0,0
1178,,0,0,0
1179,,0,0,0
1180,,0,0,0
1181,,0,0,0
1182,無註解,1,0,0
1183,pass,0,0,0
1184,pass,0,0,0
1185,pass,0,0,0
1186,pass,0,0,0
1187,pass,0,0,0
1188,pass,0,0,0
1189,pass,0,0,0
1190,pass,0,0,0
1191,pass,0,0,0
1192,,0,0,0
1193,,0,0,0
1194,,0,0,0
1195,,0,0,0
1196,,0,0,0
1197,,0,0,0
1198,,0,0,0
1199,,0,0,0
1200,,0,0,0
1201,,0,0,0
1202,,0,0,0
1203,沒有註解,1,0,0
1204,good,0,0,0
1205,good,0,0,0
1206,可以空行,0,0,1
1207,good,0,0,0
1208,good,0,0,0
1209,good,0,0,0
1210,good,0,0,0
1211,good,0,0,0
1212,well,0,0,0
1213,pass,0,0,0
1214,pass,0,0,0
1215,pass,0,0,0
1216,pass,0,0,0
1217,pass,0,0,0
1218,pass,0,0,0
1219,pass,0,0,0
1220,pass,0,0,0
1221,pass,0,0,0
1222,要照格式輸出,1,1,0
1223,是,0,0,0
1224,是,0,0,0
1225,是,0,0,0
1226,是,0,0,0
1227,是,0,0,0
1228,是,0,0,0
1229,是,0,0,0
1230,是,0,0,0
1231,,0,0,0
1232,,0,0,0
1233,沒有註解,1,0,0
1234,,0,0,0
1235,,0,0,0
1236,,0,0,0
1237,,0,0,0
1238,,0,0,0
1239,,0,0,0
1240,,0,0,0
1241,,0,0,0
1242,,0,0,0
1243,沒有使用到糖果升級函式，導致輸出不正確。,1,1,0
1244,,0,0,0
1245,,0,0,0
1246,,0,0,0
1247,,0,0,0
1248,,0,0,0
1249,,0,0,0
1250,,0,0,0
1251,,0,0,0
1252,沒寫,0,0,0
1253,沒寫,0,0,0
1254,沒寫,0,0,0
1255,沒寫,0,0,0
1256,沒寫,0,0,0
1257,沒寫,0,0,0
1258,沒寫,0,0,0
1259,沒寫,0,0,0
1260,沒寫,0,0,0
1261,,0,0,0
1262,,0,0,0
1263,沒有註解,1,0,0
1264,輸出格式錯誤,1,1,0
1265,,0,0,0
1266,,0,0,0
1267,,0,0,0
1268,,0,0,0
1269,,0,0,0
1270,,0,0,0
1271,,0,0,0
1272,,0,0,0
1273,沒寫,0,0,0
1274,沒寫,0,0,0
1275,沒寫,0,0,0
1276,沒寫,0,0,0
1277,沒寫,0,0,0
1278,沒寫,0,0,0
1279,沒寫,0,0,0
1280,沒寫,0,0,0
1281,沒寫,0,0,0
1282,符合題目要求,1,0,0
1283,成功,0,0,0
1284,是,0,0,0
1285,是,0,0,0
1286,是,0,0,0
1287,是,0,0,0
1288,是,0,0,0
1289,是,0,0,0
1290,有,0,0,0
1291,,0,0,0
1292,,0,0,0
1293,,0,0,0
1294,,0,0,0
1295,,0,0,0
1296,,0,0,0
1297,,0,0,0
1298,,0,0,0
1299,,0,0,0
1300,,0,0,0
1301,,0,0,0
1302,缺少註解,1,0,0
1303,否，無法升級,1,0,0
1304,程式可以執行，但是無法升級,1,1,1
1305,是,0,0,0
1306,是,0,0,0
1307,是,0,0,0
1308,是,0,0,0
1309,是,0,0,0
1310,是,0,0,0
1311,否,0,0,0
1312,,0,0,0
1313,,0,0,0
1314,,0,0,0
1315,,0,0,0
1316,,0,0,0
1317,,0,0,0
1318,,0,0,0
1319,,0,0,0
1320,,0,0,0
1321,,0,0,0
1322,,0,0,0
1323,,0,0,0
1324,,0,0,0
1325,,0,0,0
1326,缺少註解,1,0,0
1327,good,0,0,0
1328,well,0,0,0
1329,good,0,0,0
1330,good,0,0,0
1331,good,0,0,0
1332,good,0,0,0
1333,well,0,0,0
1334,good,0,0,0
1335,good,0,0,0
1336,,0,0,0
1337,,0,0,0
1338,,0,0,0
1339,,0,0,0
1340,,0,0,0
1341,,0,0,0
1342,,0,0,0
1343,,0,0,0
1344,,0,0,0
1345,輸出沒有完全依照題目要求排版,1,1,0
1346,,0,0,0
1347,,0,0,0
1348,,0,0,0
1349,沒有再三行內使用到變數，而是預先訂好，格式不符合,1,1,0
1350,沒大寫,0,0,0
1351,,0,0,0
1352,,0,0,0
1353,,0,0,0
1354,pass,0,0,0
1355,pass,0,0,0
1356,pass,0,0,0
1357,無法輸入,0,0,0
1358,,0,0,0
1359,,0,0,0
1360,,0,0,0
1361,,0,0,0
1362,,0,0,0
1363,,0,0,0
1364,,0,0,0
1365,,0,0,0
1366,pass,0,0,0
1367,pass,0,0,0
1368,pass,0,0,0
1369,是,0,0,0
1370,是,0,0,0
1371,是,0,0,0
1372,是,0,0,0
1373,是,0,0,0
1374,是,0,0,0
1375,是,0,0,0
1376,是,0,0,0
1377,是,0,0,0
1378,pass,0,0,0
1379,pass,0,0,0
1380,pass,0,0,0
1381,這是空的吧,0,0,0
1382,這是空的吧,0,0,0
1383,這是空的吧,0,0,0
1384,這是空的吧,0,0,0
1385,這是空的吧,0,0,0
1386,這是空的吧,0,0,0
1387,這是空的吧,0,0,0
1388,這是空的吧,0,0,0
1389,這是空的吧,0,0,0
1390,Pass,0,0,0
1391,Pass,0,0,0
1392,there is no explanation,1,0,0
1393,,0,0,0
1394,,0,0,0
1395,,0,0,0
1396,,0,0,0
1397,,0,0,0
1398,,0,0,0
1399,,0,0,0
1400,,0,0,0
1401,,0,0,0
1402,,0,0,0
1403,,0,0,0
1404,,0,0,0
1405,,0,0,0
1406,沒有三行內就使用到而是預先定義,1,1,0
1407,,0,0,0
1408,,0,0,0
1409,,0,0,0
1410,,0,0,0
1411,否，無法升級,1,0,0
1412,可以執行，但無法升級,1,0,1
1413,,0,0,0
1414,,0,0,0
1415,,0,0,0
1416,,0,0,0
1417,,0,0,0
1418,,0,0,0
1419,,0,0,0
1420,沒寫作業,0,0,0
1421,沒寫作業,0,0,0
1422,沒寫作業,0,0,0
1423,沒寫作業,0,0,0
1424,沒寫作業,0,0,0
1425,沒寫作業,0,0,0
1426,沒寫作業,0,0,0
1427,沒寫作業,0,0,0
1428,沒寫作業,0,0,0
1429,有,0,0,0
1430,有,0,0,0
1431,有,0,0,0
1432,有,0,0,0
1433,有,0,0,0
1434,有,0,0,0
1435,有,0,0,0
1436,有,0,0,0
1437,沒有註解,1,0,0
1438,,0,0,0
1439,,0,0,0
1440,,0,0,0
1441,,0,0,0
1442,,0,0,0
1443,,0,0,0
1444,,0,0,0
1445,,0,0,0
1446,,0,0,0
1447,,0,0,0
1448,,0,0,0
1449,,0,0,0
1450,good,0,0,0
1451,good,0,0,0
1452,well,0,0,0
1453,符合題目要求,1,0,0
1454,成功,0,0,0
1455,排版不整齊,1,0,0
1456,是,0,0,0
1457,是,0,0,0
1458,是,0,0,0
1459,是,0,0,0
1460,两行有三個陳述,1,1,0
1461,註解太多了,1,0,0
1462,沒有程式碼,1,0,0
1463,沒有程式碼,1,0,0
1464,沒有程式碼,1,0,0
1465,,0,0,0
1466,,0,0,0
1467,沒有用checkstyle,1,0,0
1468,否，無法升級,1,0,0
1469,可以執行但無法升級,1,1,1
1470,,0,0,0
1471,,0,0,0
1472,,0,0,0
1473,,0,0,0
1474,,0,0,0
1475,,0,0,0
1476,,0,0,0
1477,,0,0,0
1478,,0,0,0
1479,沒用checkstyle,0,0,0
1480,加減法可以不用有小數點,1,1,1
1481,good,0,0,0
1482,可以註解喔!,1,0,1
1483,yes,0,0,0
1484,yes,0,0,0
1485,好擠,0,0,0
1486,yes,0,0,0
1487,yes,0,0,0
1488,yes,0,0,0
1489,yes,0,0,0
1490,yes,0,0,0
1491,yes,0,0,0
1492,輸出與題目要求不同,1,1,0
1493,,0,0,0
1494,,0,0,0
1495,,0,0,0
1496,,0,0,0
1497,,0,0,0
1498,,0,0,0
1499,,0,0,0
1500,,0,0,0
1501,N,0,0,0
1502,N,0,0,0
1503,N,0,0,0
1504,N,0,0,0
1505,N,0,0,0
1506,N,0,0,0
1507,N,0,0,0
1508,N,0,0,0
1509,N,0,0,0
1510,沒有建構子,1,0,0
1511,成功,0,0,0
1512,是,0,0,0
1513,是,0,0,0
1514,是,0,0,0
1515,是,0,0,0
1516,是,0,0,0
1517,是,0,0,0
1518,是,0,0,0
1519,,0,0,0
1520,,0,0,0
1521,用checkstyle排版,1,0,0
1522,用checkstyle排版,1,0,0
1523,,0,0,0
1524,,0,0,0
1525,,0,0,0
1526,,0,0,0
1527,,0,0,0
1528,"沒有修Calculator.java沒有錯誤處理：如果運算符號是 / 或 % 且第二個數字是 0，要顯示 Division by zero is not allowed."" 的錯誤訊息。""",1,1,0
1529,有編譯成功,0,0,0
1530,沒有註解,1,0,0
1531,"沒有把類別分開寫,全部類別都寫在一個檔案",1,1,0
1532,不能運行,1,0,0
1533,不整齊 ,1,0,0
1534,有些括號沒有下放,1,0,0
1535,有,0,0,0
1536,有,0,0,0
1537,有,0,0,0
1538,有,0,0,0
1539,有,0,0,0
1540,Good,0,0,0
1541,Good,0,0,0
1542,Good,0,0,0
1543,Good ,0,0,0
1544,Good,0,0,0
1545,Good ,0,0,0
1546,Good,0,0,0
1547,Good,0,0,0
1548,Good ,0,0,0
1549,沒有執行 levelup,1,0,0
1550,,0,0,0
1551,,0,0,0
1552,,0,0,0
1553,,0,0,0
1554,,0,0,0
1555,,0,0,0
1556,,0,0,0
1557,沒有註解,1,0,0
1558,輸出格式錯誤,1,1,0
1559,,0,0,0
1560,第一題缺少註解,1,1,0
1561,符合,1,0,0
1562,能編譯成功,0,0,0
1563,有清楚的函式註解,1,0,0
1564,good job,0,0,0
1565,good job,0,0,0
1566,無增加註解,1,0,1
1567,有,0,0,0
1568,有,0,0,0
1569,有,0,0,0
1570,有,0,0,0
1571,有,0,0,0
1572,有,0,0,0
1573,有,0,0,0
1574,有,0,0,0
1575,有,0,0,0
1576,功能齊全,1,0,0
1577,順利編譯,0,0,0
1578,排版整齊,1,0,0
1579,一致,0,0,0
1580,是,0,0,0
1581,有,0,0,0
1582,有,0,0,0
1583,有,0,0,0
1584,註解詳盡,1,0,0
1585,good job,0,0,0
1586,good job,0,0,0
1587,good job,0,0,0
1588,題目要求為*奇數，而非偶數,1,1,0
1589,,0,0,0
1590,,0,0,0
1591,沒有達到老師題目要求,1,0,0
1592,沒有寫程式,1,0,0
1593,沒有函式註解,1,0,0
1594,有,0,0,0
1595,是,0,0,0
1596,有,0,0,0
1597,有,0,0,0
1598,是,0,0,0
1599,有,0,0,0
1600,有,0,0,0
1601,是,0,0,0
1602,有,0,0,0
1603,pass,0,0,0
1604,pass,0,0,0
1605,pass,0,0,0
1606,pass,0,0,0
1607,pass,0,0,0
1608,pass,0,0,0
1609,pass,0,0,0
1610,pass,0,0,0
1611,pass,0,0,0
1612,pass,0,0,0
1613,pass,0,0,0
1614,pass,0,0,0
1615,pass,0,0,0
1616,pass,0,0,0
1617,pass,0,0,0
1618,pass,0,0,0
1619,pass,0,0,0
1620,pass,0,0,0
1621,有,0,0,0
1622,是,0,0,0
1623,有,0,0,0
1624,符合題目要求,1,0,0
1625,能編譯成功,0,0,0
1626,有函式註解,1,0,0
1627,是,0,0,0
1628,是,0,0,0
1629,Calculator沒有寫註解,1,0,0
1630,有,0,0,0
1631,是,0,0,0
1632,有,0,0,0
1633,不符合題目需求,1,0,0
1634,是,0,0,0
1635,不符合Java Style Guide,1,1,0
1636,括號不一致,0,0,0
1637,是,0,0,0
1638,是,0,0,0
1639,是,0,0,0
1640,是,0,0,0
1641,是,0,0,0
1642,有,0,0,0
1643,是,0,0,0
1644,有,0,0,0
1645,有,0,0,0
1646,是,0,0,0
1647,是,0,0,0
1648,是,0,0,0
1649,是,0,0,0
1650,是,0,0,0
1651,是,0,0,0
1652,是,0,0,0
1653,是,0,0,0
1654,是,0,0,0
1655,是,0,0,0
1656,是,0,0,0
1657,是,0,0,0
1658,是,0,0,0
1659,是,0,0,0
1660,是,0,0,0
1661,是,0,0,0
1662,是,0,0,0
1663, 符合題目要求,1,0,0
1664,編譯成功,0,0,0
1665,,0,0,0
1666,是,0,0,0
1667,是,0,0,0
1668,沒有寫註解,1,0,0
1669,是,0,0,0
1670,是,0,0,0
1671,是,0,0,0
1672,是,0,0,0
1673,是,0,0,0
1674,是,0,0,0
1675,是,0,0,0
1676,是,0,0,0
1677,是,0,0,0
1678,符合題目要求,1,0,0
1679,編譯成功,0,0,0
1680,,0,0,0
1681,pass,0,0,0
1682,pass,0,0,0
1683,pass,0,0,0
1684,pass,0,0,0
1685,pass,0,0,0
1686,pass,0,0,0
1687,pass,0,0,0
1688,pass,0,0,0
1689,"建議註解寫在該程式附近,而不是都放在同一處",1,1,1
1690,是,0,0,0
1691,是,0,0,0
1692,是,0,0,0
1693,"please use String as a type in fight()function,not void",1,1,0
1694,pass,0,0,0
1695,pass,0,0,0
1696,pass,0,0,0
1697,pass,0,0,0
1698,pass,0,0,0
1699,pass,0,0,0
1700,pass,0,0,0
1701,pass,0,0,0
1702,功能齊全,1,0,0
1703,成功編譯,0,0,0
1704,排版整齊,1,0,0
1705,括號一致,0,0,0
1706,是,0,0,0
1707,是,0,0,0
1708,是,0,0,0
1709,是,0,0,0
1710,註解詳盡,1,0,0
1711,輸出格式不符合,1,1,0
1712,是,0,0,0
1713,是,0,0,0
1714,括號不一致,0,0,0
1715,是,0,0,0
1716,是,0,0,0
1717,是,0,0,0
1718,是,0,0,0
1719,是,0,0,0
1720,,0,0,0
1721,,0,0,0
1722,,0,0,0
1723,PASS,0,0,0
1724,PASS,0,0,0
1725,PASS,0,0,0
1726,PASS,0,0,0
1727,PASS,0,0,0
1728,沒有註解,1,0,0
1729,,0,0,0
1730,,0,0,0
1731,,0,0,0
1732,,0,0,0
1733,,0,0,0
1734,,0,0,0
1735,,0,0,0
1736,,0,0,0
1737,,0,0,0
1738,是,0,0,0
1739,是,0,0,0
1740,是,0,0,0
1741,括號不一致,0,0,0
1742,是,0,0,0
1743,是,0,0,0
1744,是,0,0,0
1745,是,0,0,0
1746,沒有註解,1,0,0
1747,"要開3個檔案寫,而不是都在Main",1,1,0
1748,pass,0,0,0
1749,pass,0,0,0
1750,pass,0,0,0
1751,pass,0,0,0
1752,pass,0,0,0
1753,pass,0,0,0
1754,pass,0,0,0
1755,pass,0,0,0
1756,功能齊全,1,0,0
1757,編譯成功,0,0,0
1758,輸入 的提示詞 跟 notion的不太一樣,1,1,0
1759,一致,0,0,0
1760,是,0,0,0
1761,是,0,0,0
1762,是,0,0,0
1763,是,0,0,0
1764,註解詳盡,1,0,0
1765,no constructor in Main.java,1,1,0
1766,pass,0,0,0
1767,"your layout makes it difficult for the reader to understand,please add some space or enter to saperatethe statement",1,1,0
1768,"each time you use the bracket,you use it in different way",1,1,0
1769,pass,0,0,0
1770,pass,0,0,0
1771,pass,0,0,0
1772,"your if condition should be in 2 line,for example : if(...){enter print(...)}",1,1,0
1773,pass,0,0,0
1774,MultiplicationTable 程式輸出排版稍有錯誤（乘號前後、逗號後應加空白），但程式計算結果正確,1,1,1
1775,編譯成功,0,0,0
1776,註解清晰,1,0,0
1777,符合要求,1,0,0
1778,編譯成功,0,0,0
1779, 排版整齊 ,1,0,0
1780,括號一致,0,0,0
1781,變數命名符合標準,1,0,0
1782,類別命名符合標準,1,0,0
1783,方法命名符合標準 ,1,0,0
1784,符合,1,0,0
1785,有註解,1,0,0
1786,符合題目要求,1,0,0
1787,編譯成功,0,0,0
1788,,0,0,0
1789,,0,0,0
1790,,0,0,0
1791,,0,0,0
1792,,0,0,0
1793,,0,0,0
1794,,0,0,0
1795,"Calculator 未做「如果運算符號是 / 或 % 且第二個數字是 0，則顯示 Division by zero is not allowed""」錯誤處理""",1,1,0
1796,編譯成功,0,0,0
1797,程式未註解,1,0,0
1798,計算結果正確,1,1,0
1799,編譯成功,0,0,0
1800,註解清晰,1,0,0
1801,,0,0,0
1802,,0,0,0
1803,,0,0,0
1804,,0,0,0
1805,,0,0,0
1806,,0,0,0
1807,,0,0,0
1808,,0,0,0
1809,,0,0,0
1810,PASS,0,0,0
1811,PASS,0,0,0
1812,PASS,0,0,0
1813,PASS,0,0,0
1814,PASS,0,0,0
1815,PASS,0,0,0
1816,PASS,0,0,0
1817,PASS,0,0,0
1818,PASS,0,0,0
1819,計算結果正確，不過提示使用者輸入第二隻 Pokemon 資料時誤寫成 first Pokemon,1,1,0
1820,編譯成功,0,0,0
1821,排版整齊,1,0,0
1822,括號有對齊,1,0,0
1823,變數命名清楚,1,0,0
1824,類別命名清楚,1,0,0
1825,,0,0,0
1826,是,0,0,0
1827,是,0,0,0
1828,沒看到檔案,1,0,0
1829,沒看到檔案,1,0,0
1830,沒看到檔案,1,0,0
1831,沒看到檔案,1,0,0
1832,沒看到檔案,1,0,0
1833,沒看到檔案,1,0,0
1834,沒看到檔案,1,0,0
1835,沒看到檔案,1,0,0
1836,沒看到檔案,1,0,0
1837,pass,0,0,0
1838,pass,0,0,0
1839,pass,0,0,0
1840,沒看到檔案,1,0,0
1841,沒看到檔案,1,0,0
1842,沒看到檔案,1,0,0
1843,沒看到檔案,1,0,0
1844,沒看到檔案,1,0,0
1845,沒看到檔案,1,0,0
1846,沒看到檔案,1,0,0
1847,沒看到檔案,1,0,0
1848,沒看到檔案,1,0,0
1849,有,0,0,0
1850,是,0,0,0
1851,非常整齊 有用空行分區 且區塊做的事情都有一致性,1,1,0
1852,是,0,0,0
1853,是,0,0,0
1854,是,0,0,0
1855,是,0,0,0
1856,是,0,0,0
1857,有 且清晰好懂 讚讚(`・∀・)b,1,1,0
1858,The element priority is wrong.,1,1,0
1859,,0,0,0
1860,The layout is not neat,1,1,0
1861,,0,0,0
1862,,0,0,0
1863,variables are named using lowercase,1,1,0
1864,,0,0,0
1865,,0,0,0
1866,"The annotations are too long making it not so easy to understand, making the code feel cluttered.",1,1,0
1867,程式計算結果正確,1,1,0
1868,編譯成功,0,0,0
1869,排版整齊,1,0,0
1870,括號有對齊,1,0,0
1871,變數命名清楚,1,0,0
1872,類別命名清楚,1,0,0
1873,方法命名清楚,1,0,0
1874,是,0,0,0
1875,是,0,0,0
1876,沒有寫,0,0,0
1877,是,0,0,0
1878,沒寫所以蠻整齊的,1,0,0
1879,是,0,0,0
1880,否,0,0,0
1881,否,0,0,0
1882,否,0,0,0
1883,否,0,0,0
1884,否,0,0,0
1885,pass,0,0,0
1886,pass,0,0,0
1887,pass,0,0,0
1888,pass,0,0,0
1889,pass,0,0,0
1890,pass,0,0,0
1891,levelup()應為levelUp(),1,1,0
1892,pass,0,0,0
1893,pass,0,0,0
1894,,0,0,0
1895,,0,0,0
1896,,0,0,0
1897,,0,0,0
1898,,0,0,0
1899,,0,0,0
1900,,0,0,0
1901,,0,0,0
1902,,0,0,0
1903,沒有寫,0,0,0
1904,是,0,0,0
1905,是,0,0,0
1906,否,0,0,0
1907,否,0,0,0
1908,否,0,0,0
1909,否,0,0,0
1910,否,0,0,0
1911,否,0,0,0
1912,程式計算結果正確,1,1,0
1913,編譯成功,0,0,0
1914,排版整齊,1,0,0
1915,括號有對齊,1,0,0
1916,變數命名清楚,1,0,0
1917,類別命名清楚,1,0,0
1918,方法命名清楚,1,0,0
1919,是,0,0,0
1920,是,0,0,0
1921,輸出格式錯誤,1,1,0
1922,,0,0,0
1923,,0,0,0
1924,沒寫,0,0,0
1925,沒寫,0,0,0
1926,沒寫,0,0,0
1927,,0,0,0
1928,,0,0,0
1929,,0,0,0
1930,,0,0,0
1931,,0,0,0
1932,,0,0,0
1933,,0,0,0
1934,,0,0,0
1935,,0,0,0
1936,沒有Pokemon和Gym類別,1,0,0
1937,不行編譯，剩餘檔案沒上傳,1,1,0
1938,pass,0,0,0
1939,pass,0,0,0
1940,pass,0,0,0
1941,pass,0,0,0
1942,沒看到方法命名,1,0,0
1943,pass,0,0,0
1944,pass,0,0,0
1945,有達到,0,0,0
1946,可編譯,0,0,0
1947,排版整齊,1,0,0
1948,排版一致,0,0,0
1949,符合,1,0,0
